code,localidad
2987,Engativá
2994,Fontibón
2999,Fontibón
2502,None
2505,Usaquén
1723,Bosa
1724,Bosa
1732,Bosa
1761,Bosa
1766,None
1809,Bosa
1816,Bosa
1866,Bosa
1876,Bosa
1884,Bosa
1905,Bosa
1915,Bosa
1931,Bosa
1943,None
1965,None
1984,None
1996,None
1997,None
2040,None
2042,None
2051,None
2061,None
2069,None
2080,None
2084,None
2100,None
2122,None
2124,None
2132,None
2161,None
2195,None
4,Usaquén
6,Chapinero
16,Engativá
18,Candelaria
2232,None
2234,None
2250,None
2259,None
2267,None
2268,None
2270,None
2277,None
37,Kennedy
99,Chapinero
121,Engativá
122,Usaquén
129,Fontibón
134,Engativá
147,Engativá
149,Rafael Uribe
171,Engativá
194,San Cristóbal
200,Candelaria
202,Bosa
204,Barrios Unidos
210,None
224,Candelaria
226,Usaquén
259,None
264,None
301,None
303,None
322,Fontibón
324,San Cristóbal
327,Engativá
329,Bosa
338,Los Mártires
351,Fontibón
366,Engativá
367,Engativá
378,Usaquén
388,Engativá
392,Engativá
396,Engativá
400,Santa Fe
408,San Cristóbal
411,San Cristóbal
417,San Cristóbal
435,San Cristóbal
441,None
502,Fontibón
522,Fontibón
538,Engativá
543,Engativá
544,Engativá
552,Engativá
554,Engativá
575,San Cristóbal
591,San Cristóbal
595,None
599,None
605,Rafael Uribe
613,Rafael Uribe
614,Candelaria
616,San Cristóbal
619,Rafael Uribe
621,Fontibón
3002,Fontibón
3004,Rafael Uribe
3014,Engativá
3025,Fontibón
3052,Puente Aranda
3063,San Cristóbal
3067,San Cristóbal
3103,Rafael Uribe
3110,Rafael Uribe
3111,Rafael Uribe
3123,San Cristóbal
3130,Usaquén
3139,Engativá
3149,Fontibón
3154,Fontibón
3155,Fontibón
3160,Fontibón
3171,Rafael Uribe
3184,San Cristóbal
3193,Usaquén
3195,Fontibón
3216,San Cristóbal
3230,Fontibón
3246,Fontibón
3249,Engativá
3275,Rafael Uribe
3277,Santa Fe
3296,Barrios Unidos
3308,Fontibón
3315,Teusaquillo
3319,Engativá
3321,San Cristóbal
3323,San Cristóbal
3350,Fontibón
3394,Tunjuelito
3395,None
3421,Rafael Uribe
3425,Rafael Uribe
3431,Rafael Uribe
3438,Usaquén
3461,Puente Aranda
3488,None
3512,Rafael Uribe
3519,Engativá
3547,None
3551,None
3553,None
3571,None
3574,None
3575,None
3586,None
3597,None
3599,None
3607,Usaquén
3609,Usaquén
3631,Fontibón
3634,Santa Fe
3640,Rafael Uribe
3663,Chapinero
3669,None
3673,Chapinero
3711,Usaquén
3712,Kennedy
3734,None
3740,None
3747,None
3758,None
3770,Antonio Nariño
3773,Usaquén
3816,Bosa
3819,Bosa
3830,Engativá
3834,Antonio Nariño
3841,Teusaquillo
3843,Antonio Nariño
3847,Chapinero
3849,Antonio Nariño
3851,Antonio Nariño
3858,Antonio Nariño
3863,Santa Fe
1536,None
1549,None
1571,Bosa
1573,Bosa
1588,Bosa
1601,Bosa
1604,Bosa
1625,Bosa
1643,Bosa
1646,Bosa
1663,Bosa
1666,Bosa
1675,Bosa
1683,None
1684,None
1685,Bosa
1689,Bosa
1692,Bosa
1701,Bosa
1716,Bosa
1717,None
2292,None
2298,None
2304,None
2307,None
2326,None
2328,None
2351,None
2367,None
2376,None
2399,None
2405,None
2444,Usaquén
2465,Usaquén
2484,Usaquén
2495,None
2506,Usaquén
2510,Usaquén
2513,Usaquén
2514,None
2516,Usaquén
2526,Chapinero
2533,Los Mártires
2538,Engativá
2553,Chapinero
2564,Barrios Unidos
2565,Barrios Unidos
2585,Rafael Uribe
2586,Rafael Uribe
2587,Rafael Uribe
2589,Santa Fe
2598,None
2600,San Cristóbal
2607,Fontibón
2615,Barrios Unidos
2617,San Cristóbal
2620,San Cristóbal
2640,Engativá
2643,Engativá
2647,Engativá
2687,Engativá
2734,Engativá
2739,Engativá
2762,Chapinero
2763,Chapinero
2771,Chapinero
2798,Teusaquillo
2806,Chapinero
2821,Tunjuelito
2847,Rafael Uribe
2850,Rafael Uribe
2867,Barrios Unidos
2875,Puente Aranda
2877,Puente Aranda
2927,Engativá
2946,San Cristóbal
2991,Fontibón
2309,None
2323,None
2357,None
2374,None
2380,None
2395,None
2415,Usaquén
2424,None
2428,Usaquén
2443,Usaquén
2464,Usaquén
2481,Usaquén
2500,None
1191,Bosa
1206,Kennedy
1225,Fontibón
1243,Kennedy
1282,Kennedy
1287,Kennedy
1298,Kennedy
930,Rafael Uribe
941,Fontibón
950,Usaquén
957,Usaquén
968,Kennedy
971,Kennedy
974,Kennedy
1018,Kennedy
1035,Kennedy
1039,Kennedy
1074,Kennedy
1084,Kennedy
1088,Kennedy
1125,Kennedy
1137,Kennedy
1140,Kennedy
1142,None
1152,Kennedy
1163,Fontibón
1166,Kennedy
1169,Kennedy
1197,Kennedy
1204,Bosa
1216,Kennedy
1218,Kennedy
1219,Kennedy
1266,Kennedy
1285,Kennedy
1286,Kennedy
1291,Kennedy
1297,Kennedy
1425,Engativá
1731,Bosa
1738,Bosa
1741,Bosa
1768,Bosa
1771,Bosa
1784,Bosa
1786,Bosa
1792,Bosa
1805,Bosa
1812,Bosa
1814,Bosa
1895,Bosa
1906,Bosa
1907,Bosa
1911,Bosa
1945,None
1949,None
1953,None
1957,None
1958,None
1975,None
1977,None
1979,None
1998,None
1999,None
2009,None
2025,None
2034,None
2038,None
2041,None
2049,None
2067,None
2076,None
2156,None
2158,None
2160,None
2177,None
2183,None
2204,None
2214,None
2217,None
8,Engativá
22,San Cristóbal
2219,None
2240,None
2257,None
2266,None
44,Engativá
54,Fontibón
90,Fontibón
98,Santa Fe
143,Tunjuelito
3007,Rafael Uribe
3010,None
3017,Engativá
3018,Engativá
3022,Tunjuelito
3037,Los Mártires
3051,Puente Aranda
3057,Fontibón
3060,San Cristóbal
3066,San Cristóbal
3070,San Cristóbal
3075,Engativá
3118,San Cristóbal
3125,San Cristóbal
3132,Usaquén
3137,Usaquén
3138,Usaquén
3141,Engativá
3142,San Cristóbal
3159,Fontibón
3161,Fontibón
3162,Fontibón
3172,Fontibón
3175,San Cristóbal
3192,Engativá
3198,Fontibón
3201,None
3207,None
3214,None
3220,San Cristóbal
3231,None
3233,Fontibón
3242,Rafael Uribe
3247,None
3248,Barrios Unidos
3252,Chapinero
3254,Chapinero
3257,Chapinero
3258,Chapinero
3270,Santa Fe
3272,Chapinero
3286,Engativá
3288,Fontibón
3305,Barrios Unidos
3306,Barrios Unidos
3325,None
3329,San Cristóbal
3331,San Cristóbal
3336,San Cristóbal
3356,Tunjuelito
3397,Rafael Uribe
3398,Rafael Uribe
3402,Fontibón
3405,Fontibón
3416,Puente Aranda
3418,Rafael Uribe
3432,Rafael Uribe
3442,Usaquén
3449,None
3480,Engativá
3487,Engativá
3489,Engativá
3505,None
3516,Engativá
3520,Engativá
3527,Engativá
3539,None
3540,None
3546,None
3557,None
3567,None
3578,None
3611,Engativá
3613,San Cristóbal
3615,Barrios Unidos
3622,Fontibón
3637,Engativá
3638,Puente Aranda
3644,San Cristóbal
3652,Rafael Uribe
3654,Kennedy
3665,Chapinero
3666,Chapinero
3667,Chapinero
3695,Usaquén
3696,Usaquén
3743,None
3774,Antonio Nariño
3779,None
3791,None
3824,None
3844,Antonio Nariño
3845,Antonio Nariño
1466,None
1513,Fontibón
1526,Engativá
1547,None
1550,Bosa
1558,None
1561,Bosa
1602,Bosa
1603,Bosa
1608,Bosa
1610,Bosa
1634,Bosa
1635,Bosa
1644,Bosa
1653,Bosa
1656,Bosa
1657,San Cristóbal
1669,Bosa
1673,Bosa
1696,Bosa
1700,Bosa
1705,Bosa
1707,Bosa
1713,Bosa
2290,None
2291,None
2302,None
2310,None
2313,None
2324,None
2370,None
2387,None
2391,None
2401,None
2414,None
2419,None
2423,Usaquén
2433,Usaquén
2439,None
2448,None
2453,Rafael Uribe
2461,Usaquén
2466,Usaquén
2469,Usaquén
2482,Usaquén
2487,Usaquén
2489,Usaquén
2492,Usaquén
2497,Usaquén
2503,None
2530,Los Mártires
2531,Los Mártires
2539,Engativá
2556,Fontibón
2562,Fontibón
2574,Engativá
2575,Engativá
2591,Santa Fe
2593,San Cristóbal
2595,Santa Fe
2596,San Cristóbal
2633,San Cristóbal
2649,Engativá
2718,Chapinero
2736,Engativá
2758,San Cristóbal
2759,San Cristóbal
2761,Chapinero
2785,Engativá
2795,Teusaquillo
2807,Chapinero
2819,Tunjuelito
2843,Rafael Uribe
2845,Santa Fe
2848,Rafael Uribe
2880,Puente Aranda
2894,Engativá
2917,Engativá
2924,Teusaquillo
2931,Engativá
1767,Bosa
1769,Bosa
1773,Bosa
1789,Bosa
1797,Bosa
1820,Bosa
1828,Bosa
1850,None
1865,Bosa
1873,Bosa
1875,Bosa
1881,Bosa
1888,Bosa
1892,Bosa
1921,Bosa
1924,Bosa
1926,Bosa
1964,None
1981,None
2014,None
2024,None
2046,None
2085,None
2092,None
2128,None
2131,None
2153,None
2170,None
2171,None
2198,None
2208,None
1,Usaquén
3,None
2230,None
2245,None
2251,None
2263,None
2276,None
2285,None
53,Engativá
58,Engativá
62,San Cristóbal
73,None
88,Chapinero
100,Kennedy
111,Engativá
116,Santa Fe
118,Rafael Uribe
138,Kennedy
151,Fontibón
180,Bosa
190,None
215,None
219,Rafael Uribe
252,None
278,Bosa
282,Bosa
291,None
321,None
328,Engativá
932,Rafael Uribe
934,San Cristóbal
947,Usaquén
972,Kennedy
973,Kennedy
979,Kennedy
990,Kennedy
997,Kennedy
1005,Kennedy
1007,Kennedy
1010,None
1019,Kennedy
1024,Kennedy
1031,Kennedy
1059,Kennedy
1062,Kennedy
1070,Kennedy
1086,Kennedy
1093,Kennedy
1094,Kennedy
1103,Kennedy
1105,Kennedy
1110,Kennedy
1121,Kennedy
1127,Kennedy
1128,Kennedy
1159,Kennedy
1181,Kennedy
1213,Kennedy
1220,Kennedy
1229,Kennedy
1238,Kennedy
1252,Kennedy
1261,Kennedy
1263,Kennedy
1345,Candelaria
1364,None
444,San Cristóbal
463,Fontibón
680,Teusaquillo
686,Tunjuelito
691,Tunjuelito
707,San Cristóbal
711,Rafael Uribe
717,San Cristóbal
721,San Cristóbal
732,San Cristóbal
753,Rafael Uribe
783,Teusaquillo
788,Usaquén
1551,Bosa
1559,None
1576,Bosa
1584,Bosa
1594,Bosa
1596,Bosa
1597,Bosa
1598,Bosa
851,Usaquén
854,Barrios Unidos
868,Barrios Unidos
871,Barrios Unidos
1619,Bosa
1629,Bosa
1639,Bosa
1678,Bosa
1681,Bosa
1686,Bosa
1799,Bosa
1813,Bosa
493,San Cristóbal
495,San Cristóbal
512,Fontibón
515,Fontibón
516,Engativá
526,None
528,Fontibón
556,Engativá
2344,None
2345,None
559,None
564,None
569,San Cristóbal
2416,Usaquén
2432,Usaquén
618,San Cristóbal
2442,Usaquén
2454,Usaquén
2457,Usaquén
2475,Usaquén
2476,Usaquén
2483,Usaquén
2491,Usaquén
2493,Usaquén
1310,Kennedy
722,San Cristóbal
729,San Cristóbal
731,San Cristóbal
1359,None
3011,Rafael Uribe
3012,Barrios Unidos
3019,Engativá
3021,Engativá
3023,Tunjuelito
3043,Puente Aranda
790,Usaquén
794,Usaquén
3054,Puente Aranda
3059,San Cristóbal
3069,San Cristóbal
3072,San Cristóbal
3106,Rafael Uribe
3112,Rafael Uribe
3129,Usaquén
3134,Usaquén
3151,Usaquén
1750,Bosa
1776,Bosa
3194,Fontibón
3205,Fontibón
3211,San Cristóbal
3238,Fontibón
1885,Bosa
1899,Bosa
1914,None
3251,Chapinero
3283,Fontibón
1969,None
1974,None
1982,None
2002,None
2022,None
2044,None
2056,None
3337,San Cristóbal
3355,None
3368,Puente Aranda
3369,Puente Aranda
3372,Puente Aranda
2163,None
2209,None
342,San Cristóbal
3463,Rafael Uribe
3485,Engativá
372,None
377,Engativá
380,Engativá
382,Engativá
383,None
3545,None
3555,None
3558,None
3561,None
3562,None
3572,None
3576,None
3579,None
3580,None
3587,None
3588,None
3595,Kennedy
3604,Kennedy
3610,Tunjuelito
3624,Candelaria
3646,Fontibón
3675,None
3692,Usaquén
3698,None
3699,Usaquén
3709,Usaquén
3736,None
3739,None
3741,None
3745,None
3746,None
3749,None
3752,None
3763,None
3781,Antonio Nariño
3782,Antonio Nariño
3798,Antonio Nariño
3812,Bosa
3815,Bosa
3822,Bosa
3828,None
3835,Antonio Nariño
3838,Antonio Nariño
3862,Fontibón
2517,Usaquén
2532,Los Mártires
2549,Chapinero
2551,Chapinero
2552,Chapinero
2554,Chapinero
2572,Engativá
2588,Rafael Uribe
2599,San Cristóbal
2638,Engativá
2644,Engativá
2653,Engativá
2672,Chapinero
2674,Chapinero
2682,None
2683,None
2696,San Cristóbal
2707,Chapinero
2732,None
2733,Engativá
2743,Engativá
2792,None
2799,Teusaquillo
2800,Teusaquillo
2802,Teusaquillo
2809,Chapinero
2813,Chapinero
2817,Chapinero
2822,Tunjuelito
2840,Rafael Uribe
2846,Rafael Uribe
2864,Bosa
2868,Puente Aranda
2870,Puente Aranda
2871,Puente Aranda
2874,Puente Aranda
2899,San Cristóbal
2950,Chapinero
2962,Chapinero
2975,Fontibón
2990,None
2995,Fontibón
3000,Fontibón
2507,Usaquén
1718,Bosa
1733,Bosa
1740,Bosa
1763,Bosa
1775,Bosa
1777,Bosa
1781,Bosa
1800,Bosa
1807,Bosa
1823,Bosa
1846,Bosa
1871,Bosa
1878,Bosa
1893,None
1902,Bosa
1912,Bosa
1929,Bosa
1938,Bosa
1946,None
1972,None
1978,None
1988,None
1989,None
2006,None
2010,None
2015,None
2020,None
2030,None
2106,None
2110,None
2135,None
2142,None
2155,None
2167,None
2176,None
2180,None
2181,None
2187,None
2190,None
2191,None
2196,None
2206,None
2,Usaquén
5,Usaquén
10,Usaquén
17,None
19,Puente Aranda
21,Fontibón
24,San Cristóbal
2223,None
2226,None
2228,None
2237,None
2243,None
2248,None
2281,None
2283,None
35,Kennedy
66,Kennedy
77,Candelaria
105,San Cristóbal
119,Santa Fe
130,Fontibón
161,San Cristóbal
163,San Cristóbal
183,Teusaquillo
188,Fontibón
191,Fontibón
300,None
317,Engativá
318,None
326,San Cristóbal
340,Engativá
344,San Cristóbal
355,Engativá
370,None
376,Engativá
385,Engativá
387,Engativá
394,Bosa
395,Engativá
399,Usaquén
413,Bosa
448,None
451,San Cristóbal
459,None
497,Chapinero
513,Fontibón
517,Fontibón
518,Fontibón
519,Fontibón
520,Fontibón
562,Engativá
577,San Cristóbal
582,San Cristóbal
585,San Cristóbal
590,San Cristóbal
606,Rafael Uribe
610,Rafael Uribe
3013,Barrios Unidos
3020,Engativá
3038,Los Mártires
3039,Los Mártires
3047,Fontibón
3053,Puente Aranda
3080,San Cristóbal
3097,Rafael Uribe
3101,Usaquén
3105,Rafael Uribe
3113,Usaquén
3115,San Cristóbal
3140,Engativá
3150,Usaquén
3158,Fontibón
3163,Fontibón
3166,Fontibón
3169,Fontibón
3199,Fontibón
3200,Fontibón
3203,San Cristóbal
3219,San Cristóbal
3224,Los Mártires
3234,Fontibón
3264,Santa Fe
3273,None
3291,Candelaria
3310,Barrios Unidos
3312,Barrios Unidos
3330,San Cristóbal
3333,None
3340,San Cristóbal
3341,San Cristóbal
3348,None
3352,Engativá
3353,Engativá
3354,Tunjuelito
3359,Tunjuelito
3360,Tunjuelito
3366,Puente Aranda
3373,Puente Aranda
3376,None
3411,Rafael Uribe
3427,Rafael Uribe
3435,Puente Aranda
3436,Usaquén
3446,Usaquén
3447,Usaquén
3454,Usaquén
3462,Puente Aranda
3468,Engativá
3474,None
3499,Rafael Uribe
3500,None
3506,Rafael Uribe
3521,Engativá
3524,Engativá
3530,None
3531,None
3535,None
3541,None
3549,None
3556,None
3559,None
3608,Usaquén
3619,San Cristóbal
3648,Engativá
3657,Kennedy
3671,Chapinero
3672,San Cristóbal
3686,Kennedy
3691,Usaquén
3700,San Cristóbal
3701,Kennedy
3717,Bosa
3738,None
3764,None
3765,None
3772,Antonio Nariño
3785,Antonio Nariño
3794,Teusaquillo
3800,Kennedy
3856,San Cristóbal
3866,None
3871,Bosa
1442,None
1445,San Cristóbal
1562,Bosa
1570,Bosa
1585,Bosa
1586,Bosa
1587,None
1591,Bosa
1612,Bosa
1618,Bosa
1623,None
1628,Bosa
1631,Bosa
1641,Bosa
1642,Bosa
1655,Bosa
1662,Bosa
1664,Bosa
1665,Bosa
1671,Bosa
1679,Bosa
1687,Bosa
1699,None
1708,Bosa
1714,Bosa
1715,Bosa
2297,None
2306,None
2308,None
2316,None
2321,None
2333,None
2335,None
2346,None
2350,None
2359,None
2368,None
2421,None
2438,Usaquén
2458,Usaquén
2473,Usaquén
2485,Usaquén
2494,Usaquén
2525,Fontibón
2577,Engativá
2580,Bosa
2625,San Cristóbal
2630,None
2632,None
2635,Engativá
2641,San Cristóbal
2650,Engativá
2656,Engativá
2659,Tunjuelito
2686,Engativá
2711,Chapinero
2715,Chapinero
2716,Chapinero
2719,Chapinero
2720,Chapinero
2722,Usaquén
2748,Santa Fe
2764,Chapinero
2769,Chapinero
2770,Rafael Uribe
2787,Engativá
2789,Engativá
2796,Fontibón
2797,Teusaquillo
2801,Teusaquillo
2803,None
2804,Teusaquillo
2820,Tunjuelito
2841,None
2844,Rafael Uribe
2849,Rafael Uribe
2861,Los Mártires
2881,Puente Aranda
2893,Engativá
2895,Engativá
2898,Engativá
2916,Engativá
2919,Engativá
2923,Teusaquillo
2930,Engativá
2941,San Cristóbal
2947,San Cristóbal
2949,San Cristóbal
2956,San Cristóbal
2957,Usaquén
2958,Chapinero
2959,Chapinero
2986,Engativá
2996,Fontibón
2334,None
2356,None
2418,None
2437,Usaquén
2450,Usaquén
2456,Usaquén
2486,Usaquén
2490,Usaquén
1186,Kennedy
1233,Kennedy
1251,Kennedy
1283,Kennedy
940,Fontibón
951,Usaquén
955,Usaquén
956,Usaquén
960,Kennedy
986,Kennedy
992,Kennedy
994,Kennedy
1002,Kennedy
1012,Kennedy
1023,Kennedy
1037,Kennedy
1048,Kennedy
1068,Kennedy
1081,Kennedy
1089,Chapinero
1092,Kennedy
1111,Kennedy
1131,Kennedy
1136,Kennedy
1141,Kennedy
1144,Kennedy
1145,Kennedy
1147,Kennedy
1151,Kennedy
1154,Kennedy
1162,Kennedy
1165,Kennedy
1174,Kennedy
1190,Kennedy
1194,Kennedy
1200,Kennedy
1250,Kennedy
1267,Kennedy
1268,Kennedy
1304,Kennedy
1315,None
1396,None
1730,Bosa
1745,None
1757,Bosa
1759,Bosa
1762,Bosa
1778,Bosa
1783,Bosa
1785,Bosa
1826,Bosa
1831,Bosa
1832,Bosa
1839,Bosa
1841,Bosa
1843,Bosa
1844,Bosa
1851,Bosa
1853,Usaquén
1857,Bosa
1859,Bosa
1860,None
1867,Bosa
1874,None
1890,Bosa
1891,Bosa
1898,Bosa
1919,Bosa
1948,None
1962,None
1963,None
1967,None
1973,None
1990,None
2017,None
2019,None
2027,None
2036,None
2043,Usaquén
2055,None
2062,None
2063,None
2068,None
2075,None
2088,None
2096,None
2107,None
2109,None
2113,None
2115,None
2116,None
2134,None
2146,None
2148,None
2168,None
2175,None
2179,None
2182,None
2184,None
9,Engativá
23,San Cristóbal
2220,None
2221,None
2222,None
2227,None
2274,None
2275,None
2278,None
45,Bosa
47,Santa Fe
55,Kennedy
59,Rafael Uribe
68,Chapinero
69,Chapinero
106,Usaquén
123,Barrios Unidos
124,Fontibón
3003,Rafael Uribe
3024,Tunjuelito
3041,Puente Aranda
3046,Puente Aranda
3074,San Cristóbal
3083,Santa Fe
3085,Santa Fe
3087,Rafael Uribe
3090,Engativá
3117,Rafael Uribe
3119,San Cristóbal
3128,Usaquén
3167,Fontibón
3206,San Cristóbal
3209,San Cristóbal
3237,Fontibón
3255,Chapinero
3276,Santa Fe
3285,Fontibón
3300,Barrios Unidos
3304,Engativá
3311,Barrios Unidos
3317,Engativá
3318,Engativá
3334,None
3365,Puente Aranda
3370,Puente Aranda
3371,Puente Aranda
3388,Tunjuelito
3391,Tunjuelito
3392,Tunjuelito
3426,Rafael Uribe
3444,Usaquén
3455,Usaquén
3460,Puente Aranda
3477,Engativá
3481,None
3517,Engativá
3523,Engativá
3526,Engativá
3537,None
3564,None
3569,None
3585,None
3602,None
3603,None
3614,Barrios Unidos
3627,Santa Fe
3630,San Cristóbal
3633,Santa Fe
3636,Santa Fe
3645,Rafael Uribe
3649,Engativá
3651,Rafael Uribe
3656,Kennedy
3659,Kennedy
3661,Chapinero
3664,Chapinero
3679,Kennedy
3693,Usaquén
3720,Bosa
3730,Bosa
3735,None
3762,None
3766,None
3775,None
3780,San Cristóbal
3784,Antonio Nariño
3790,Fontibón
3801,Kennedy
3809,Bosa
3813,None
3850,Antonio Nariño
3860,Antonio Nariño
3861,Antonio Nariño
3864,Usaquén
1475,None
1579,Bosa
1580,Bosa
1582,Bosa
1589,Bosa
1599,None
1637,None
1659,Bosa
1703,Bosa
1706,Bosa
1709,Bosa
1711,Bosa
1712,Bosa
2296,None
2299,None
2300,None
2305,None
2311,None
2317,None
2322,None
2329,None
2336,None
2343,None
2372,None
2384,San Cristóbal
2386,None
2390,None
2403,None
2406,None
2408,None
2425,None
2427,None
2429,Usaquén
2440,Kennedy
2446,Usaquén
2455,Usaquén
2472,Usaquén
2480,Usaquén
2496,Usaquén
2504,Usaquén
2511,Usaquén
2512,None
2528,Los Mártires
2534,Los Mártires
2537,Engativá
2540,None
2546,Usaquén
2550,Chapinero
2558,Fontibón
2561,Fontibón
2563,Barrios Unidos
2571,Usaquén
2584,Rafael Uribe
2592,Santa Fe
2613,Barrios Unidos
2619,San Cristóbal
2634,Engativá
2637,Engativá
2651,Engativá
2652,None
2663,None
2675,Chapinero
2689,Engativá
2702,Engativá
2708,Chapinero
2709,Bosa
2714,Chapinero
2725,Chapinero
2737,Engativá
2738,Engativá
2760,Chapinero
2767,Chapinero
2781,None
2793,Teusaquillo
2794,Teusaquillo
2810,Chapinero
2814,Chapinero
2839,San Cristóbal
2852,Rafael Uribe
2869,Puente Aranda
2876,Puente Aranda
2882,Puente Aranda
2891,Puente Aranda
2896,Engativá
2921,Engativá
2971,Chapinero
2989,Chapinero
1735,None
1739,None
1849,None
1901,Bosa
1909,Bosa
1923,Bosa
1940,Bosa
1952,None
1955,None
1956,None
1970,None
1980,None
1995,None
2013,None
2023,None
2031,None
2070,None
2079,None
2087,None
2095,None
2123,Usaquén
2133,None
2137,None
2138,None
2141,None
2147,None
2178,None
2216,None
7,Fontibón
25,Engativá
2218,None
2233,None
2238,None
2244,None
2247,San Cristóbal
2249,None
2260,None
2261,None
2272,None
2279,None
2280,None
2282,None
2286,None
30,Fontibón
48,Kennedy
52,Engativá
56,Bosa
61,San Cristóbal
74,Chapinero
87,San Cristóbal
89,Fontibón
107,Usaquén
108,Usaquén
110,Tunjuelito
115,Chapinero
120,Barrios Unidos
131,Engativá
144,Candelaria
153,Engativá
158,Engativá
193,Fontibón
212,Fontibón
228,Engativá
258,Fontibón
262,None
272,None
275,Bosa
288,None
298,None
302,None
308,San Cristóbal
312,None
313,None
314,None
330,Engativá
944,Kennedy
967,Kennedy
969,Kennedy
981,Kennedy
988,Kennedy
993,Kennedy
1000,Kennedy
1017,Kennedy
1026,Kennedy
1040,Kennedy
1046,Kennedy
1047,Kennedy
1051,Kennedy
1054,Kennedy
1057,Kennedy
1067,Kennedy
1069,Kennedy
1083,Kennedy
1091,Kennedy
1095,Kennedy
1122,Kennedy
1135,Kennedy
1139,Kennedy
1153,Kennedy
1155,Kennedy
1161,Kennedy
1168,Kennedy
1170,Kennedy
1176,Kennedy
1179,Kennedy
1188,Kennedy
1196,Kennedy
1201,Kennedy
1202,Kennedy
1211,Kennedy
1215,Kennedy
1226,Kennedy
1231,Kennedy
1234,Kennedy
1235,Kennedy
1241,Bosa
1260,Kennedy
1290,Kennedy
1292,Kennedy
1299,Kennedy
1300,Kennedy
1301,Kennedy
1331,None
1371,None
437,San Cristóbal
440,San Cristóbal
446,San Cristóbal
485,None
494,San Cristóbal
498,Chapinero
500,Fontibón
505,Fontibón
511,Fontibón
523,Fontibón
533,Engativá
549,Engativá
551,Engativá
568,San Cristóbal
586,San Cristóbal
587,San Cristóbal
1569,Bosa
596,San Cristóbal
601,Usaquén
609,Rafael Uribe
1590,Bosa
1593,Bosa
1607,Bosa
1611,Bosa
1615,Bosa
1617,Bosa
1621,Bosa
1622,None
1651,Bosa
1658,Bosa
1676,Bosa
1677,Bosa
1710,Bosa
2293,None
2314,None
2319,None
2341,None
860,Barrios Unidos
861,Barrios Unidos
863,None
2369,None
2371,None
873,Teusaquillo
880,Teusaquillo
882,Teusaquillo
888,Los Mártires
891,Los Mártires
895,Engativá
898,Candelaria
899,Candelaria
908,Rafael Uribe
910,Rafael Uribe
912,Rafael Uribe
915,Rafael Uribe
916,Rafael Uribe
1751,Bosa
1765,Bosa
3042,None
496,San Cristóbal
3049,Puente Aranda
code,localidad
3055,Fontibón
3058,Fontibón
3061,San Cristóbal
3078,Usaquén
524,Fontibón
529,Engativá
542,Engativá
550,Fontibón
567,Engativá
592,San Cristóbal
603,Rafael Uribe
615,Candelaria
628,Engativá
3202,None
3210,San Cristóbal
3212,San Cristóbal
3213,San Cristóbal
3225,Puente Aranda
3227,Puente Aranda
3228,Puente Aranda
728,San Cristóbal
741,Rafael Uribe
3259,Santa Fe
3260,Santa Fe
772,Barrios Unidos
3301,Barrios Unidos
785,Tunjuelito
802,Usaquén
806,Usaquén
3328,San Cristóbal
3332,San Cristóbal
3347,None
3351,Engativá
3361,Puente Aranda
885,None
890,Los Mártires
914,Rafael Uribe
1749,None
3417,Puente Aranda
3420,Rafael Uribe
1810,None
1827,Bosa
1829,Bosa
1836,Bosa
1845,Bosa
3453,Usaquén
3465,Fontibón
3469,None
3473,None
3476,Engativá
3482,Engativá
3496,Rafael Uribe
2105,None
2119,None
2129,None
3543,None
2169,None
3563,None
352,Engativá
362,Engativá
364,Engativá
365,Engativá
3605,Usaquén
3626,Santa Fe
407,San Cristóbal
3639,Rafael Uribe
3642,Engativá
414,San Cristóbal
